Price,Close,High,Low,Open,Volume
Ticker,VOO,VOO,VOO,VOO,VOO
Date,,,,,
2015-05-15,160.79330444335938,160.91717065967111,160.37218954682928,160.75201570458879,719000
2015-05-18,161.28868103027344,161.5281354622068,160.58681054433399,160.71067671220226,984500
2015-05-19,161.2061004638672,161.6519985002812,160.98316404520912,161.3795080557057,980400
2015-05-20,161.09881591796875,161.8006740130111,160.8510961081379,161.3217524072189,3401300
2015-05-21,161.5859375,161.78410320355422,160.87581432998348,161.05747462460738,756200
2015-05-22,161.2308349609375,161.63544418464372,161.17304084300582,161.27212367348648,831600
2015-05-26,159.4968719482422,160.8262882679635,159.11703331422896,160.7932522478493,1235300
2015-05-27,160.96665954589844,161.21437929807985,159.6124725134633,159.90973369617103,1420100
2015-05-28,160.8179473876953,160.90877750099926,160.190401895487,160.7353825753107,1114500
2015-05-29,159.76934814453125,160.78498518019416,159.5711698401987,160.7436964585146,1530900
2015-06-01,160.14089965820312,160.7189038844502,159.43902928376565,160.38035405209578,1157400
2015-06-02,159.97573852539062,160.60328409708004,159.15826740211918,159.71975355580776,1094400
2015-06-03,160.41339111328125,160.95835933042076,159.97575843915172,160.44641452661958,1213800
2015-06-04,159.1087188720703,160.29776314381178,158.77016909478792,159.79407112868643,1383400
2015-06-05,158.78675842285156,159.38128082577202,158.1922360199311,158.9353827238063,1567800
2015-06-08,157.80409240722656,158.80322385340227,157.7297802813543,158.67935771073525,1130100
2015-06-09,157.76280212402344,158.2499761881809,157.19305063224252,157.7958381348914,1466100
2015-06-10,159.63720703125,160.0087802754935,158.43990986666662,158.50596929223946,1247700
2015-06-11,160.1326904296875,160.4960110989963,159.8849832456602,160.1492084418065,724700
2015-06-12,158.9601287841797,159.546398390405,158.71242165434387,159.37299079997112,2147700
2015-06-15,158.22523498535156,158.5142434363809,157.27565738833889,157.8949504123599,1392600
2015-06-16,159.15003967285156,159.20783379795503,157.99401857575748,158.1261374324907,819800
2015-06-17,159.4225616455078,159.93450656724679,158.49774206486788,159.4142963406087,1170600
2015-06-18,160.99964904785156,161.45379973124778,159.86015858715876,159.86841129065786,1041600
2015-06-19,160.0666046142578,160.89232862547493,160.0666046142578,160.85103990500437,691400
2015-06-22,161.16331481933594,161.70253944828505,160.98080529541022,161.24626563847073,1027000
2015-06-23,161.27944946289062,161.56979630560073,160.93931694060697,161.33751376805307,1727200
2015-06-24,160.12632751464844,161.3707036723286,160.10144100417077,161.08863545616663,2160600
2015-06-25,159.6285400390625,160.68211518606108,159.57876702806902,160.5327834946343,2287600
2015-06-26,159.6285400390625,160.16777719453333,159.11420204753475,159.96038120976294,1631900
2015-06-29,156.252197265625,158.80730559517096,156.1775250633164,158.2680809004868,2746800
2015-06-30,156.65867614746094,157.77031592932568,156.16093322616118,157.77031592932568,2679400
2015-07-01,157.84498596191406,158.24318282518152,157.16472085615084,158.16021934354453,2782300
2015-07-02,157.72879028320312,158.45052422241412,157.35546740304298,158.32609170132451,3087100
2015-07-06,157.2725830078125,157.9528355077094,156.36003527306548,156.55914004931512,1741100
2015-07-07,158.2432098388672,158.3676424241145,155.28989167011014,157.50488029667792,3507500
2015-07-08,155.5552978515625,157.28083416344006,155.38938357624593,157.09003337974838,1874000
2015-07-09,155.83737182617188,157.72882248354748,155.82077660049012,157.53800903432796,2224900
2015-07-10,157.82008361816406,158.20998915753637,157.08175427607685,157.77029793910583,1648600
